Postal Code,Sales,Quantity,Discount,Profit,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
65807,51.84,8,0.0,25.4016,False,False,True,False,False,False,False,False,True,False
65807,265.17,1,0.0,47.7306,False,False,True,False,False,False,False,False,True,False
98105,837.6,3,0.2,62.82,False,False,True,False,False,False,False,True,False,True
98105,135.9,5,0.0,63.873,False,False,True,False,False,False,False,True,True,False
98105,34.68,6,0.0,16.9932,False,False,True,False,False,False,False,True,True,False
98105,532.704,6,0.2,-39.9528,False,False,True,False,False,False,False,True,False,False
98105,43.1,5,0.0,11.206,False,False,True,False,False,False,False,True,True,False
98105,15.88,4,0.0,0.1588,False,False,True,False,False,False,False,True,True,False
33801,1123.92,5,0.2,-182.637,False,False,False,True,False,False,True,False,False,False
33801,249.584,2,0.2,31.198,False,False,False,True,False,False,True,False,False,True
33801,48.672,3,0.2,7.3008,False,False,False,True,False,False,True,False,False,False
33801,60.768,2,0.2,7.596,False,False,False,True,False,False,True,False,True,False
33801,78.6,5,0.7,-62.88,False,False,False,True,False,False,True,False,True,False
33801,3.768,2,0.7,-3.14,False,False,False,True,False,False,True,False,True,False
33801,1036.624,2,0.2,51.8312,False,False,False,True,False,False,True,False,True,False
33801,563.808,4,0.2,21.1428,False,False,False,True,False,False,True,False,True,False
19134,258.528,2,0.4,-47.3968,False,False,True,False,False,True,False,False,False,True
10011,49.12,4,0.0,23.0864,False,False,True,False,False,True,False,False,True,False
90049,44.46,2,0.0,14.6718,False,False,False,False,True,False,False,True,False,False
90049,241.568,2,0.2,18.1176,False,False,False,False,True,False,False,True,False,False
90049,395.0,5,0.0,39.5,False,False,False,False,True,False,False,True,False,True
90049,627.168,4,0.2,70.5564,False,False,False,False,True,False,False,True,False,True
11572,13.28,2,0.0,6.3744,False,False,False,True,False,True,False,False,False,False
11572,12.672,3,0.2,4.4352,False,False,False,True,False,True,False,False,True,False
75081,30.56,5,0.8,-45.84,False,False,True,False,True,False,False,False,True,False
75081,77.952,3,0.2,-15.5904,False,False,True,False,True,False,False,False,True,False
75081,67.992,1,0.2,8.499,False,False,True,False,True,False,False,False,False,True
75081,12.224,2,0.2,4.4312,False,False,True,False,True,False,False,False,True,False
75081,44.784,2,0.2,-0.5598,False,False,True,False,True,False,False,False,False,True
75081,22.848,3,0.6,-17.7072,False,False,True,False,True,False,False,False,False,False
10035,206.43,3,0.0,90.8292,False,False,False,False,False,True,False,False,True,False
78207,210.392,2,0.8,-336.6272,True,False,False,True,False,False,False,False,True,False
45231,119.96,5,0.2,35.988,False,True,False,False,False,True,False,False,False,True
45231,10.608,6,0.2,0.9282,False,True,False,False,False,True,False,False,True,False
78745,347.802,7,0.3,-24.843,False,False,True,True,False,False,False,False,False,False
98105,963.136,4,0.2,108.3528,False,True,False,True,False,False,False,True,False,False
98105,88.776,3,0.2,7.7679,False,True,False,True,False,False,False,True,False,True
90004,32.4,5,0.0,10.368,False,True,False,True,False,False,False,True,True,False
10035,32.4,5,0.0,15.552,False,False,False,False,True,True,False,False,True,False
98103,31.05,3,0.0,14.904,False,False,True,False,False,False,False,True,True,False
43055,2025.36,6,0.2,607.608,False,False,False,False,False,True,False,False,False,True
43055,1799.994,2,0.7,-2639.9912,False,False,False,False,False,True,False,False,False,True
43055,101.988,2,0.4,-16.998,False,False,False,False,False,True,False,False,False,True
43055,262.864,7,0.2,69.0018,False,False,False,False,False,True,False,False,False,False
55369,735.98,2,0.0,331.191,False,False,True,True,False,False,False,False,True,False
85301,93.024,3,0.2,33.7212,False,True,False,False,True,False,False,True,True,False
10009,284.364,2,0.4,-75.8304,False,False,True,True,False,True,False,False,False,False
10009,26.0,2,0.0,11.7,False,False,True,True,False,True,False,False,False,True
28540,67.64,5,0.2,5.9185,False,False,False,False,False,False,True,False,True,False
28540,119.976,3,0.2,-17.9964,False,False,False,False,False,False,True,False,False,True
77070,5.18,5,0.8,-8.029,False,True,False,False,False,False,False,False,True,False
94109,15.56,2,0.0,7.3132,False,False,True,False,False,False,False,True,True,False
94109,78.35,5,0.0,36.8245,False,False,True,False,False,False,False,True,True,False
94109,59.52,3,0.0,15.4752,False,False,True,False,False,False,False,True,True,False
94109,38.52,9,0.0,17.334,False,False,True,False,False,False,False,True,True,False
94109,239.984,2,0.2,23.9984,False,False,True,False,False,False,False,True,False,True
94109,19.35,3,0.0,9.4815,False,False,True,False,False,False,False,True,True,False
48911,67.0,5,0.0,32.16,False,False,False,False,False,False,False,False,False,False
32303,390.272,8,0.2,-24.392,False,False,True,True,False,False,True,False,False,False
32303,62.192,13,0.2,19.435,False,False,True,True,False,False,True,False,True,False
29203,23.88,6,0.0,11.2236,False,True,False,False,False,False,True,False,True,False
60623,3.168,2,0.8,-4.752,False,False,True,False,False,False,False,False,True,False
60623,528.43,5,0.3,0.0,False,False,True,False,False,False,False,False,False,False
60623,13.392,3,0.2,1.5066,False,False,True,False,False,False,False,False,True,False
48227,181.86,7,0.0,50.9208,False,False,True,False,False,False,False,False,True,False
80525,180.588,2,0.7,-240.784,False,False,True,False,False,False,False,True,False,False
80525,47.984,2,0.2,0.5998,False,False,True,False,False,False,False,True,False,True
10024,18.76,2,0.0,9.0048,True,False,False,False,False,True,False,False,True,False
10011,20.94,3,0.0,6.0726,False,False,True,True,False,True,False,False,False,False
10011,58.68,2,0.0,18.1908,False,False,True,True,False,True,False,False,False,False
10011,254.9,5,0.0,68.823,False,False,True,True,False,True,False,False,True,False
21044,9.64,2,0.0,4.4344,False,True,False,True,False,True,False,False,True,False
21044,826.62,3,0.0,355.4466,False,True,False,True,False,True,False,False,False,True
21044,1633.14,9,0.0,473.6106,False,True,False,True,False,True,False,False,True,False
21044,544.38,3,0.0,157.8702,False,True,False,True,False,True,False,False,True,False
77041,26.046,3,0.8,-44.2782,False,False,False,True,False,False,False,False,True,False
77041,74.352,3,0.2,26.9526,False,False,False,True,False,False,False,False,True,False
1852,69.93,7,0.0,32.1678,False,False,True,True,False,True,False,False,False,True
95695,3.75,1,0.0,1.8,False,True,False,True,False,False,False,True,True,False
95695,20.928,4,0.2,7.5864,False,True,False,True,False,False,False,True,True,False
60610,12.672,3,0.2,-3.168,False,False,True,False,True,False,False,False,True,False
10035,65.99,1,0.0,17.1574,False,False,True,True,False,True,False,False,False,True
77489,6.37,7,0.8,-9.555,False,False,True,True,False,False,False,False,True,False
77036,3.648,3,0.8,-6.0192,False,False,False,False,False,False,False,False,True,False
77036,31.104,6,0.2,10.8864,False,False,False,False,False,False,False,False,True,False
39212,23.34,3,0.0,0.2334,False,False,True,False,True,False,True,False,True,False
10009,29.97,3,0.0,14.0859,False,False,True,True,False,True,False,False,False,True
85281,3.366,3,0.7,-2.244,True,False,False,False,False,False,False,True,True,False
28540,95.968,4,0.2,9.5968,False,False,True,False,False,False,True,False,False,True
19134,18.704,7,0.2,2.338,False,False,True,True,False,True,False,False,True,False
44312,149.232,3,0.2,3.7308,False,True,False,False,False,True,False,False,False,False
44312,15.936,4,0.2,5.7768,False,True,False,False,False,True,False,False,True,False
92037,601.536,8,0.2,60.1536,False,False,True,False,False,False,False,True,False,True
92037,10.99,1,0.0,4.2861,False,False,True,False,False,False,False,True,False,True
92037,39.88,2,0.0,11.1664,False,False,True,False,False,False,False,True,False,False
92037,62.24,8,0.0,28.008,False,False,True,False,False,False,False,True,True,False
92037,53.2,5,0.0,14.896,False,False,True,False,False,False,False,True,False,False
92037,39.84,8,0.0,18.3264,False,False,True,False,False,False,False,True,True,False
93727,349.95,5,0.0,118.983,False,False,True,True,False,False,False,True,False,True
93727,377.928,9,0.2,141.723,False,False,True,True,False,False,False,True,False,True
77581,13.392,3,0.2,5.022,False,False,True,True,False,False,False,False,True,False
77581,11.228,7,0.8,-18.5262,False,False,True,True,False,False,False,False,True,False
47374,207.24,11,0.0,58.0272,False,False,True,False,False,False,False,False,True,False
19134,1.504,1,0.2,0.1692,False,False,True,True,False,True,False,False,True,False
19134,34.848,2,0.2,6.534,False,False,True,True,False,True,False,False,True,False
94403,75.18,6,0.0,35.3346,False,False,False,False,False,False,False,True,True,False
94601,149.97,3,0.0,52.4895,False,False,True,False,False,False,False,True,False,True
10024,931.176,3,0.2,314.2719,False,False,True,True,False,True,False,False,True,False
10024,430.88,2,0.0,124.9552,False,False,True,True,False,True,False,False,False,True
8701,94.85,5,0.0,45.528,False,False,True,True,False,True,False,False,True,False
8701,51.12,4,0.0,23.004,False,False,True,True,False,True,False,False,True,False
8701,90.0,1,0.0,32.4,False,False,True,True,False,True,False,False,False,True
85281,9.408,2,0.2,3.4104,False,False,False,True,False,False,False,True,True,False
85281,4.672,2,0.2,1.46,False,False,False,True,False,False,False,True,True,False
85281,318.4,2,0.2,107.46,False,False,False,True,False,False,False,True,False,True
85281,12.768,6,0.2,4.6284,False,False,False,True,False,False,False,True,True,False
85281,15.36,2,0.2,-3.264,False,False,False,True,False,False,False,True,True,False
85281,230.376,3,0.2,20.1579,False,False,False,True,False,False,False,True,False,True
85281,7.16,1,0.2,-0.0895,False,False,False,True,False,False,False,True,False,True
10035,375.34,1,0.0,18.767,False,False,True,False,False,True,False,False,True,False
10009,114.9,5,0.0,39.066,False,True,False,False,False,True,False,False,False,False
77095,26.046,3,0.8,-44.2782,False,False,True,False,False,False,False,False,True,False
77095,2.896,1,0.8,-4.7784,False,False,True,False,False,False,False,False,True,False
77095,32.544,2,0.2,-7.7292,False,False,True,False,False,False,False,False,True,False
92503,3.984,1,0.2,1.3944,False,False,False,False,False,False,False,True,True,False
6824,181.797,1,0.3,-15.5826,True,False,False,False,False,True,False,False,False,False
10024,44.94,3,0.0,12.5832,True,False,False,False,False,True,False,False,True,False
10024,45.576,3,0.2,15.9516,True,False,False,False,False,True,False,False,True,False
77095,318.43,5,0.3,-77.333,False,False,True,True,False,False,False,False,False,False
77095,122.92,7,0.2,46.095,False,False,True,True,False,False,False,False,False,True
77095,7.068,3,0.6,-2.8272,False,False,True,True,False,False,False,False,False,False
22204,56.45,5,0.0,14.677,False,False,False,True,False,False,True,False,True,False
60623,13.468,13,0.8,-22.8956,False,True,False,False,False,False,False,False,True,False
75051,219.8,5,0.2,24.7275,False,False,True,False,False,False,False,False,False,True
75051,317.058,3,0.3,-18.1176,False,False,True,False,False,False,False,False,False,False
98103,49.08,3,0.0,4.908,False,True,False,True,False,False,False,True,False,True
98103,324.9,5,0.0,38.988,False,True,False,True,False,False,False,True,True,False
98103,18.24,3,0.0,5.2896,False,True,False,True,False,False,False,True,True,False
98103,113.888,2,0.2,9.9652,False,False,True,False,True,False,False,True,False,False
98103,105.584,2,0.2,7.9188,False,False,True,False,True,False,False,True,False,True
49505,24.85,7,0.0,11.6795,False,False,True,True,False,False,False,False,True,False
19120,60.312,3,0.2,5.2773,False,False,False,False,False,True,False,False,False,False
60610,7.056,3,0.2,2.205,False,True,False,False,True,False,False,False,True,False
60610,27.184,2,0.2,2.0388,False,True,False,False,True,False,False,False,False,True
98105,107.984,1,0.2,9.4486,False,False,True,False,False,False,False,True,False,True
98105,19.296,3,0.2,6.03,False,False,True,False,False,False,False,True,True,False
32216,4.608,2,0.2,1.6704,False,False,True,True,False,False,True,False,True,False
37064,79.974,3,0.4,-29.3238,False,True,False,True,False,False,True,False,False,False
37064,2.946,2,0.7,-2.0622,False,True,False,True,False,False,True,False,True,False
60035,3.136,2,0.8,-4.704,False,False,True,False,True,False,False,False,True,False
77506,20.736,4,0.2,7.2576,False,False,False,True,False,False,False,False,True,False
94109,99.98,2,0.0,7.9984,False,False,False,True,False,False,False,True,False,True
94109,733.95,7,0.0,352.296,False,False,False,True,False,False,False,True,True,False
94109,241.44,3,0.0,72.432,False,False,False,True,False,False,False,True,True,False
33180,10.08,4,0.2,3.528,False,True,False,True,False,False,True,False,True,False
19120,281.904,2,0.2,10.5714,False,False,True,False,False,True,False,False,True,False
19120,201.432,3,0.2,67.9833,False,False,True,False,False,True,False,False,True,False
35601,135.98,2,0.0,33.995,False,False,True,False,False,False,True,False,False,True
35601,44.95,1,0.0,12.586,False,False,True,False,False,False,True,False,False,True
57103,2.97,3,0.0,1.3068,False,False,True,True,False,False,False,False,False,True
57103,6.54,3,0.0,2.6814,False,False,True,True,False,False,False,False,True,False
93277,7.92,8,0.0,3.4848,False,True,False,True,False,False,False,True,False,True
90049,203.92,5,0.2,22.941,False,False,True,False,False,False,False,True,False,False
90032,3359.952,6,0.2,1049.985,False,False,True,False,True,False,False,True,False,True
66212,18.24,3,0.0,9.12,False,False,True,True,False,False,False,False,True,False
66212,27.78,6,0.0,9.1674,False,False,True,True,False,False,False,False,True,False
22304,22.96,7,0.0,7.5768,False,True,False,True,False,False,True,False,True,False
22304,28.99,1,0.0,8.4071,False,True,False,True,False,False,True,False,False,True
22304,12.96,2,0.0,6.3504,False,True,False,True,False,False,True,False,True,False
22304,22.96,7,0.0,6.6584,False,True,False,True,False,False,True,False,True,False
22304,4164.05,5,0.0,83.281,False,True,False,True,False,False,True,False,True,False
27604,47.984,2,0.2,13.1956,False,False,True,False,False,False,True,False,False,True
27604,4.624,1,0.2,1.6762,False,False,True,False,False,False,True,False,True,False
10035,15.24,3,0.0,5.1816,False,False,True,True,False,True,False,False,False,False
45014,63.924,7,0.7,-46.8776,False,False,True,False,False,True,False,False,True,False
74403,6.56,2,0.0,1.9024,False,False,True,False,True,False,False,False,True,False
74403,13.11,3,0.0,3.4086,False,False,True,False,True,False,False,False,True,False
92592,494.376,3,0.2,49.4376,False,False,False,False,False,False,False,True,False,True
92592,29.2,5,0.2,9.855,False,False,False,False,False,False,False,True,True,False
92592,248.85,5,0.0,27.3735,False,False,False,False,False,False,False,True,False,True
92592,36.24,1,0.0,15.2208,False,False,False,False,False,False,False,True,False,True
48310,11.68,2,0.0,3.504,False,False,True,False,False,False,False,False,True,False
92024,11.91,3,0.0,0.1191,False,False,True,False,False,False,False,True,True,False
92024,3.48,2,0.0,1.1136,False,False,True,False,False,False,False,True,False,False
75081,30.96,8,0.8,-52.632,False,False,False,False,False,False,False,False,True,False
10035,1704.89,11,0.0,767.2005,False,False,False,False,True,True,False,False,False,True
85023,19.194,7,0.7,-12.796,False,False,True,False,False,False,False,True,True,False
85023,121.792,4,0.2,13.7016,False,False,True,False,False,False,False,True,True,False
94122,1919.976,3,0.2,215.9973,True,False,False,True,False,False,False,True,False,True
19140,50.997,1,0.7,-40.7976,False,False,True,False,False,True,False,False,True,False
19140,76.792,1,0.2,-16.3183,False,False,True,False,False,True,False,False,True,False
19140,539.964,6,0.4,-107.9928,False,False,True,False,False,True,False,False,False,True
19140,60.312,3,0.2,5.2773,False,False,True,False,False,True,False,False,False,False
19140,1.944,3,0.7,-1.4256,False,False,True,False,False,True,False,False,True,False
78041,12.984,3,0.2,4.7067,False,True,False,True,False,False,False,False,True,False
78041,217.584,2,0.2,19.0386,False,True,False,True,False,False,False,False,False,True
78041,328.776,3,0.2,28.7679,False,True,False,True,False,False,False,False,False,True
78041,2.286,3,0.8,-3.6576,False,True,False,True,False,False,False,False,True,False
78041,47.984,2,0.2,14.3952,False,True,False,True,False,False,False,False,False,True
10009,25.344,6,0.2,8.8704,False,False,True,True,False,True,False,False,True,False
10035,232.4,5,0.2,78.435,False,False,True,False,False,True,False,False,True,False
39503,86.45,7,0.0,38.038,False,True,False,True,False,False,True,False,False,False
92037,603.92,5,0.2,45.294,False,False,True,False,False,False,False,True,False,False
92037,81.98,2,0.0,40.1702,False,False,True,False,False,False,False,True,True,False
11572,271.764,2,0.1,48.3136,False,False,True,False,False,True,False,False,False,False
11572,14.376,3,0.2,4.8519,False,False,True,False,False,True,False,False,True,False
78664,341.96,5,0.6,-427.45,False,True,False,True,False,False,False,False,False,False
92374,181.35,9,0.0,48.9645,False,False,True,False,False,False,False,True,True,False
92374,8.64,3,0.0,4.2336,False,False,True,False,False,False,False,True,True,False
38401,43.512,7,0.2,3.8073,False,False,True,False,False,False,True,False,True,False
38401,662.88,3,0.2,74.574,False,False,True,False,False,False,True,False,False,False
38401,25.92,5,0.2,9.072,False,False,True,False,False,False,True,False,True,False
10009,68.94,3,0.0,20.682,False,False,True,False,True,True,False,False,True,False
10009,128.82,3,0.0,50.2398,False,False,True,False,True,True,False,False,False,False
77095,896.99,5,0.8,-1480.0335,False,False,True,False,False,False,False,False,True,False
77095,1.234,1,0.8,-1.9744,False,False,True,False,False,False,False,False,True,False
77095,67.56,3,0.2,6.756,False,False,True,False,False,False,False,False,True,False
77095,21.72,5,0.2,7.8735,False,False,True,False,False,False,False,False,True,False
77095,262.336,8,0.2,95.0968,False,False,True,False,False,False,False,False,True,False
77095,148.48,2,0.2,16.704,False,False,True,False,False,False,False,False,False,True
77095,241.176,3,0.2,15.0735,False,False,True,False,False,False,False,False,False,True
60653,227.976,3,0.2,28.497,False,False,True,False,True,False,False,False,False,True
60653,52.68,3,0.2,19.755,False,False,True,False,True,False,False,False,False,True
60653,2.032,1,0.6,-1.3208,False,False,True,False,True,False,False,False,False,False
94601,17.12,4,0.0,4.9648,False,False,False,False,False,False,False,True,True,False
94601,431.968,4,0.2,37.7972,False,False,False,False,False,False,False,True,False,True
94601,129.92,4,0.0,10.3936,False,False,False,False,False,False,False,True,False,False
94601,568.728,3,0.2,28.4364,False,False,False,False,False,False,False,True,False,False
94601,117.144,9,0.2,42.4647,False,False,False,False,False,False,False,True,True,False
94601,203.52,3,0.0,54.9504,False,False,False,False,False,False,False,True,True,False
94601,51.75,5,0.0,24.84,False,False,False,False,False,False,False,True,True,False
2169,122.97,3,0.0,60.2553,False,True,False,False,False,True,False,False,True,False
2169,244.615,1,0.3,20.967,False,True,False,False,False,True,False,False,False,False
2169,59.97,3,0.0,28.7856,False,True,False,False,False,True,False,False,False,True
2169,81.54,9,0.0,36.693,False,True,False,False,False,True,False,False,True,False
2169,11.68,4,0.0,5.256,False,True,False,False,False,True,False,False,True,False
2169,29.0,5,0.0,13.92,False,True,False,False,False,True,False,False,True,False
92399,50.8,5,0.0,13.208,False,False,True,True,False,False,False,True,True,False
60623,16.03,5,0.8,-25.648,False,False,False,True,False,False,False,False,True,False
98105,15.712,4,0.2,5.6956,False,False,True,False,False,False,False,True,True,False
10024,89.97,3,0.0,18.8937,False,False,True,False,False,True,False,False,False,True
92037,435.999,3,0.15,20.5176,False,False,True,True,False,False,False,True,False,False
92037,83.984,2,0.2,31.494,False,False,True,True,False,False,False,True,False,True
6010,359.98,2,0.0,93.5948,False,False,True,True,False,True,False,False,False,True
6010,70.56,1,0.3,-4.032,False,False,True,True,False,True,False,False,False,False
6010,20.88,2,0.0,9.6048,False,False,True,True,False,True,False,False,True,False
6010,3.81,1,0.0,1.8288,False,False,True,True,False,True,False,False,True,False
60610,73.008,9,0.2,26.4654,False,False,True,False,True,False,False,False,True,False
60610,3.208,2,0.8,-5.2932,False,False,True,False,False,False,False,False,True,False
60610,26.176,2,0.2,-3.272,False,False,True,False,False,False,False,False,False,True
10024,30.44,4,0.0,14.3068,False,True,False,False,True,True,False,False,True,False
10024,35.28,3,0.0,11.9952,False,True,False,False,True,True,False,False,False,False
2151,19.44,3,0.0,9.3312,False,False,True,False,True,True,False,False,True,False
2151,37.88,2,0.0,18.94,False,False,True,False,True,True,False,False,True,False
77036,9.552,3,0.6,-3.8208,False,True,False,True,False,False,False,False,False,False
92691,290.666,2,0.15,3.4196,False,False,False,False,False,False,False,True,False,False
75217,10.368,2,0.2,3.6288,False,False,True,True,False,False,False,False,True,False
75217,14.352,3,0.2,4.485,False,False,True,True,False,False,False,False,True,False
89115,141.96,2,0.0,41.1684,False,False,True,False,False,False,False,True,False,False
89115,66.048,4,0.2,23.1168,False,False,True,False,False,False,False,True,True,False
73071,1287.45,5,0.0,244.6155,True,False,False,False,False,False,False,False,False,True
94122,25.824,6,0.2,9.0384,False,False,True,False,False,False,False,True,True,False
94122,160.96,2,0.0,48.288,False,False,True,False,False,False,False,True,True,False
11550,28.44,3,0.0,11.376,False,False,True,False,False,True,False,False,False,False
11550,364.41,5,0.1,8.098,False,False,True,False,False,True,False,False,False,False
11550,39.96,4,0.0,10.3896,False,False,True,False,False,True,False,False,False,True
11550,361.764,2,0.1,68.3332,False,False,True,False,False,True,False,False,False,False
77301,111.672,9,0.2,6.9795,False,False,False,True,False,False,False,False,True,False
77095,13.776,6,0.8,-22.0416,False,False,True,False,True,False,False,False,True,False
77095,10.272,3,0.2,3.21,False,False,True,False,True,False,False,False,True,False
19120,24.048,9,0.2,7.2144,False,False,False,False,False,True,False,False,False,False
33614,2.896,1,0.2,0.9774,False,False,False,True,False,False,True,False,True,False
10035,17.94,3,0.0,8.7906,False,True,False,False,False,True,False,False,True,False
10035,384.174,7,0.1,29.8802,False,True,False,False,False,True,False,False,False,False
10035,1799.75,5,0.0,539.925,False,True,False,False,False,True,False,False,False,True
28205,580.672,4,0.2,65.3256,False,False,True,False,True,False,True,False,True,False
28205,18.936,3,0.2,5.9175,False,False,True,False,True,False,True,False,True,False
28205,222.384,2,0.2,16.6788,False,False,True,False,True,False,True,False,False,True
28205,50.454,6,0.7,-33.636,False,False,True,False,True,False,True,False,True,False
28205,154.764,3,0.4,-36.1116,False,False,True,False,True,False,True,False,False,False
75081,6.848,2,0.2,2.14,False,True,False,False,False,False,False,False,True,False
98103,1091.168,4,0.2,68.198,False,False,True,False,True,False,False,True,False,True
98103,219.168,2,0.2,-43.8336,False,False,True,False,True,False,False,True,False,True
77506,6.928,1,0.8,-11.0848,False,False,False,False,False,False,False,False,True,False
19143,40.032,6,0.2,15.012,True,False,False,False,False,True,False,False,True,False
46203,443.92,4,0.0,13.3176,False,False,True,False,True,False,False,False,True,False
46203,169.99,1,0.0,78.1954,False,False,True,False,True,False,False,False,True,False
46203,25.92,4,0.0,12.4416,False,False,True,False,True,False,False,False,True,False
40475,36.99,1,0.0,9.9873,False,False,True,True,False,False,True,False,False,True
40475,629.1,6,0.0,301.968,False,False,True,True,False,False,True,False,True,False
40475,193.95,3,0.0,9.6975,False,False,True,True,False,False,True,False,True,False
40475,5.46,3,0.0,1.4742,False,False,True,True,False,False,True,False,True,False
60477,22.288,7,0.6,-8.9152,False,False,False,True,False,False,False,False,False,False
77095,65.424,4,0.6,-52.3392,False,False,True,False,False,False,False,False,False,False
90004,77.88,2,0.0,3.894,True,False,False,False,False,False,False,True,True,False
43229,281.372,2,0.3,-12.0588,False,False,True,False,True,True,False,False,False,False
43229,281.372,2,0.3,-12.0588,False,False,True,False,True,True,False,False,False,False
43229,7.488,8,0.7,-5.2416,False,False,True,False,True,True,False,False,True,False
43229,22.336,4,0.2,7.8176,False,False,True,False,True,True,False,False,False,False
43229,10.368,2,0.2,3.6288,False,False,True,False,False,True,False,False,True,False
94122,65.79,9,0.0,30.2634,False,False,True,True,False,False,False,True,True,False
94122,271.984,2,0.2,88.3948,False,False,True,True,False,False,False,True,True,False
94122,11.76,4,0.0,3.1752,False,False,True,True,False,False,False,True,True,False
94122,77.52,2,0.0,37.9848,False,False,True,True,False,False,False,True,True,False
94122,48.64,2,0.2,15.808,False,False,True,True,False,False,False,True,True,False
53711,1.81,1,0.0,0.6516,True,False,False,False,False,False,False,False,True,False
53711,8.26,2,0.0,3.8822,True,False,False,False,False,False,False,False,True,False
80013,43.56,5,0.2,3.267,False,False,True,False,True,False,False,True,True,False
80013,5.84,2,0.2,0.73,False,False,True,False,True,False,False,True,True,False
10024,271.764,2,0.1,60.392,False,False,True,False,True,True,False,False,False,False
90004,262.24,2,0.0,78.672,False,False,True,False,False,False,False,True,True,False
90004,182.72,8,0.0,84.0512,False,False,True,False,False,False,False,True,True,False
90004,131.6,7,0.0,7.896,False,False,True,False,False,False,False,True,False,True
90004,22.72,4,0.2,7.384,False,False,True,False,False,False,False,True,True,False
90004,558.4,2,0.2,41.88,False,False,True,False,False,False,False,True,False,True
52001,15.24,4,0.0,6.858,False,False,True,False,True,False,False,False,True,False
52001,1408.1,10,0.0,394.268,False,False,True,False,True,False,False,False,False,False
43130,32.896,4,0.2,11.1024,False,True,False,False,True,True,False,False,True,False
43130,215.148,2,0.4,-103.9882,False,True,False,False,True,True,False,False,False,False
43130,30.96,6,0.2,11.223,False,True,False,False,True,True,False,False,True,False
90301,29.79,3,0.0,8.6391,False,False,False,False,False,False,False,True,True,False
90301,128.9,2,0.0,15.468,False,False,False,False,False,False,False,True,False,False
90301,60.12,9,0.0,28.8576,False,False,False,False,False,False,False,True,True,False
98006,24.816,3,0.2,8.3754,False,False,True,False,False,False,False,True,True,False
98006,14.976,6,0.2,5.4288,False,False,True,False,False,False,False,True,True,False
60610,15.08,2,0.8,-22.62,False,False,False,False,False,False,False,False,True,False
60610,24.288,3,0.6,-12.7512,False,False,False,False,False,False,False,False,False,False
75217,16.192,2,0.6,-8.5008,True,False,False,False,False,False,False,False,False,False
75217,251.006,2,0.3,-68.1302,True,False,False,False,False,False,False,False,False,False
75217,54.192,6,0.2,4.0644,True,False,False,False,False,False,False,False,True,False
94122,4.304,1,0.2,1.5602,True,False,False,False,True,False,False,True,True,False
10024,108.92,14,0.0,49.014,False,True,False,False,False,True,False,False,True,False
10011,16.74,3,0.0,8.37,False,False,True,True,False,True,False,False,True,False
10011,2504.74,7,0.0,626.185,False,False,True,True,False,True,False,False,True,False
19140,84.784,2,0.2,-16.9568,False,False,True,True,False,True,False,False,True,False
19711,29.9,5,0.0,5.083,False,False,True,False,False,True,False,False,True,False
10024,70.88,2,0.0,33.3136,False,False,False,True,False,True,False,False,True,False
36830,3.76,2,0.0,1.0904,False,False,True,False,True,False,True,False,True,False
90049,27.264,2,0.2,8.8608,False,False,True,False,False,False,False,True,True,False
94110,56.65,5,0.0,24.3595,False,False,True,False,True,False,False,True,True,False
94110,14.97,1,0.0,4.1916,False,False,True,False,True,False,False,True,True,False
94110,4.02,2,0.0,1.9698,False,False,True,False,True,False,False,True,True,False
27604,471.92,2,0.2,29.495,False,True,False,False,True,False,True,False,False,True
31204,58.72,4,0.0,27.0112,False,True,False,False,False,False,True,False,True,False
37211,5.16,3,0.2,0.8385,False,False,True,False,False,False,True,False,True,False
37211,16.496,2,0.2,5.5674,False,False,True,False,False,False,True,False,True,False
19143,71.976,3,0.2,19.7934,False,False,False,False,False,True,False,False,False,True
19143,22.512,3,0.2,2.2512,False,False,False,False,False,True,False,False,False,False
19143,3.444,2,0.7,-2.7552,False,False,False,False,False,True,False,False,True,False
19143,538.194,2,0.7,-412.6154,False,False,False,False,False,True,False,False,True,False
19143,47.984,2,0.2,14.3952,False,False,False,False,False,True,False,False,False,True
75081,492.768,4,0.2,55.4364,False,True,False,True,False,False,False,False,False,True
8861,286.79,7,0.0,74.5654,False,True,False,False,False,True,False,False,True,False
32216,5.08,1,0.2,1.651,False,False,True,False,True,False,True,False,True,False
32216,47.992,1,0.2,7.1988,False,True,False,False,False,False,True,False,False,True
2151,61.96,2,0.0,16.1096,False,False,True,True,False,True,False,False,True,False
2151,361.96,2,0.0,83.2508,False,False,True,True,False,True,False,False,False,False
2151,278.82,9,0.0,125.469,False,False,True,True,False,True,False,False,True,False
39212,133.38,6,0.0,58.6872,False,False,True,False,False,False,True,False,False,False
28540,47.952,3,0.2,16.1838,False,False,True,False,False,False,True,False,True,False
94122,16.74,2,0.0,4.3524,False,False,True,False,False,False,False,True,False,False
43229,10.848,2,0.2,3.5256,False,False,True,True,False,True,False,False,True,False
43229,18.544,2,0.2,3.0134,False,False,True,True,False,True,False,False,False,True
48127,180.98,1,0.0,47.0548,False,False,True,False,False,False,False,False,False,False
48127,99.98,2,0.0,42.9914,False,False,True,False,False,False,False,False,False,True
66212,34.95,5,0.0,15.378,False,False,False,True,False,False,False,False,False,True
